size,cpu_time,gpu_time
1000,0.0,0.0010037422180175781
10000,0.0,0.00031876564025878906
100000,0.0,0.0030732154846191406
1000000,0.001154184341430664,0.008611202239990234
10000000,0.01008462905883789,0.11390423774719238
100000000,0.08920454978942871,0.3813591003417969
